,action_num_val,action_verbose
2242,27,"ServiceScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
2243,35,"PrivilegeEscalation: target=(3, 1), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2244,26,"PrivilegeEscalation: target=(3, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2245,28,"OSScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
2246,36,"ServiceScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
2247,61,"PrivilegeEscalation: target=(3, 4), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2248,29,"SubnetScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
2249,31,"Exploit: target=(3, 1), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
2250,16,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2251,33,"Exploit: target=(3, 1), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2252,1,"OSScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2253,38,"SubnetScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
2254,34,"PrivilegeEscalation: target=(3, 1), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2255,35,"PrivilegeEscalation: target=(3, 1), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2256,36,"ServiceScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
2257,39,"ProcessScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
2258,41,"Exploit: target=(3, 2), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2259,17,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2260,37,"OSScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
2261,42,"Exploit: target=(3, 2), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2262,37,"OSScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
2263,43,"PrivilegeEscalation: target=(3, 2), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2264,38,"SubnetScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
2265,39,"ProcessScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
2266,44,"PrivilegeEscalation: target=(3, 2), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2267,40,"Exploit: target=(3, 2), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
2268,18,"ServiceScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
2269,28,"OSScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
2270,45,"ServiceScan: target=(3, 3), cost=1.00, prob=1.00, req_access=USER"
2271,45,"ServiceScan: target=(3, 3), cost=1.00, prob=1.00, req_access=USER"
2272,46,"OSScan: target=(3, 3), cost=1.00, prob=1.00, req_access=USER"
2273,48,"ProcessScan: target=(3, 3), cost=1.00, prob=1.00, req_access=USER"
2274,49,"Exploit: target=(3, 3), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
2275,19,"OSScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
2276,51,"Exploit: target=(3, 3), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2277,21,"ProcessScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
2278,53,"PrivilegeEscalation: target=(3, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2279,41,"Exploit: target=(3, 2), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2280,22,"Exploit: target=(3, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
2281,23,"Exploit: target=(3, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2282,33,"Exploit: target=(3, 1), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2283,24,"Exploit: target=(3, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2284,25,"PrivilegeEscalation: target=(3, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2285,42,"Exploit: target=(3, 2), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2286,15,"Exploit: target=(2, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2287,26,"PrivilegeEscalation: target=(3, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2288,43,"PrivilegeEscalation: target=(3, 2), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2289,45,"ServiceScan: target=(3, 3), cost=1.00, prob=1.00, req_access=USER"
2290,54,"ServiceScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
2291,55,"OSScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
2292,56,"SubnetScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
2293,46,"OSScan: target=(3, 3), cost=1.00, prob=1.00, req_access=USER"
2294,60,"Exploit: target=(3, 4), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2295,28,"OSScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
2296,64,"OSScan: target=(4, 0), cost=1.00, prob=1.00, req_access=USER"
2297,47,"SubnetScan: target=(3, 3), cost=1.00, prob=1.00, req_access=USER"
2298,49,"Exploit: target=(3, 3), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
2299,29,"SubnetScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
2300,50,"Exploit: target=(3, 3), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2301,30,"ProcessScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
2302,67,"Exploit: target=(4, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
2303,52,"PrivilegeEscalation: target=(3, 3), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2304,53,"PrivilegeEscalation: target=(3, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2305,54,"ServiceScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
2306,69,"Exploit: target=(4, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2307,55,"OSScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
2308,20,"SubnetScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
2309,57,"ProcessScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
2310,1,"OSScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2311,70,"PrivilegeEscalation: target=(4, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2312,64,"OSScan: target=(4, 0), cost=1.00, prob=1.00, req_access=USER"
2313,59,"Exploit: target=(3, 4), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2314,31,"Exploit: target=(3, 1), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
2315,32,"Exploit: target=(3, 1), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2316,34,"PrivilegeEscalation: target=(3, 1), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2317,61,"PrivilegeEscalation: target=(3, 4), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2318,16,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2319,62,"PrivilegeEscalation: target=(3, 4), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2320,63,"ServiceScan: target=(4, 0), cost=1.00, prob=1.00, req_access=USER"
2321,65,"SubnetScan: target=(4, 0), cost=1.00, prob=1.00, req_access=USER"
2322,66,"ProcessScan: target=(4, 0), cost=1.00, prob=1.00, req_access=USER"
2323,67,"Exploit: target=(4, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
2324,68,"Exploit: target=(4, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2325,69,"Exploit: target=(4, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2326,71,"PrivilegeEscalation: target=(4, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2327,0,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2328,12,"ProcessScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2329,0,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2330,2,"SubnetScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2331,3,"ProcessScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2332,5,"Exploit: target=(1, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2333,10,"OSScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2334,7,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2335,11,"SubnetScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2336,26,"PrivilegeEscalation: target=(3, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2337,1,"OSScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2338,8,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2339,12,"ProcessScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2340,9,"ServiceScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2341,10,"OSScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2342,14,"Exploit: target=(2, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2343,36,"ServiceScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
2344,16,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2345,2,"SubnetScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2346,8,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2347,13,"Exploit: target=(2, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
2348,16,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2349,7,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2350,35,"PrivilegeEscalation: target=(3, 1), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2351,51,"Exploit: target=(3, 3), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2352,36,"ServiceScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
2353,10,"OSScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2354,12,"ProcessScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2355,17,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2356,38,"SubnetScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
2357,62,"PrivilegeEscalation: target=(3, 4), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2358,65,"SubnetScan: target=(4, 0), cost=1.00, prob=1.00, req_access=USER"
2359,67,"Exploit: target=(4, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
2360,48,"ProcessScan: target=(3, 3), cost=1.00, prob=1.00, req_access=USER"
2361,18,"ServiceScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
2362,19,"OSScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
2363,21,"ProcessScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
2364,26,"PrivilegeEscalation: target=(3, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2365,2,"SubnetScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2366,28,"OSScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
2367,32,"Exploit: target=(3, 1), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2368,15,"Exploit: target=(2, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2369,39,"ProcessScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
2370,34,"PrivilegeEscalation: target=(3, 1), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2371,3,"ProcessScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2372,35,"PrivilegeEscalation: target=(3, 1), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2373,7,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2374,41,"Exploit: target=(3, 2), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2375,16,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2376,38,"SubnetScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
2377,11,"SubnetScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2378,41,"Exploit: target=(3, 2), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2379,17,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2380,43,"PrivilegeEscalation: target=(3, 2), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2381,16,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2382,43,"PrivilegeEscalation: target=(3, 2), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2383,18,"ServiceScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
2384,44,"PrivilegeEscalation: target=(3, 2), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2385,19,"OSScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
2386,47,"SubnetScan: target=(3, 3), cost=1.00, prob=1.00, req_access=USER"
2387,20,"SubnetScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
2388,23,"Exploit: target=(3, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2389,18,"ServiceScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
2390,52,"PrivilegeEscalation: target=(3, 3), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2391,26,"PrivilegeEscalation: target=(3, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2392,29,"SubnetScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
2393,32,"Exploit: target=(3, 1), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2394,22,"Exploit: target=(3, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
2395,24,"Exploit: target=(3, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2396,45,"ServiceScan: target=(3, 3), cost=1.00, prob=1.00, req_access=USER"
2397,53,"PrivilegeEscalation: target=(3, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2398,35,"PrivilegeEscalation: target=(3, 1), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2399,36,"ServiceScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
2400,56,"SubnetScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
2401,38,"SubnetScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
2402,43,"PrivilegeEscalation: target=(3, 2), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2403,44,"PrivilegeEscalation: target=(3, 2), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2404,50,"Exploit: target=(3, 3), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2405,25,"PrivilegeEscalation: target=(3, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2406,53,"PrivilegeEscalation: target=(3, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2407,54,"ServiceScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
2408,59,"Exploit: target=(3, 4), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2409,26,"PrivilegeEscalation: target=(3, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2410,55,"OSScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
2411,61,"PrivilegeEscalation: target=(3, 4), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2412,56,"SubnetScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
2413,59,"Exploit: target=(3, 4), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2414,27,"ServiceScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
2415,63,"ServiceScan: target=(4, 0), cost=1.00, prob=1.00, req_access=USER"
2416,62,"PrivilegeEscalation: target=(3, 4), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2417,64,"OSScan: target=(4, 0), cost=1.00, prob=1.00, req_access=USER"
2418,65,"SubnetScan: target=(4, 0), cost=1.00, prob=1.00, req_access=USER"
2419,60,"Exploit: target=(3, 4), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2420,47,"SubnetScan: target=(3, 3), cost=1.00, prob=1.00, req_access=USER"
2421,66,"ProcessScan: target=(4, 0), cost=1.00, prob=1.00, req_access=USER"
2422,71,"PrivilegeEscalation: target=(4, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2423,21,"ProcessScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
2424,65,"SubnetScan: target=(4, 0), cost=1.00, prob=1.00, req_access=USER"
2425,27,"ServiceScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
2426,66,"ProcessScan: target=(4, 0), cost=1.00, prob=1.00, req_access=USER"
2427,28,"OSScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
2428,68,"Exploit: target=(4, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2429,57,"ProcessScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
2430,70,"PrivilegeEscalation: target=(4, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2431,0,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2432,71,"PrivilegeEscalation: target=(4, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2433,1,"OSScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2434,2,"SubnetScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2435,36,"ServiceScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
2436,37,"OSScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
2437,54,"ServiceScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
2438,57,"ProcessScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
2439,24,"Exploit: target=(3, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2440,50,"Exploit: target=(3, 3), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2441,28,"OSScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
2442,60,"Exploit: target=(3, 4), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2443,51,"Exploit: target=(3, 3), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2444,1,"OSScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2445,69,"Exploit: target=(4, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2446,7,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2447,52,"PrivilegeEscalation: target=(3, 3), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2448,44,"PrivilegeEscalation: target=(3, 2), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2449,8,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2450,56,"SubnetScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
2451,9,"ServiceScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2452,5,"Exploit: target=(1, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2453,59,"Exploit: target=(3, 4), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2454,31,"Exploit: target=(3, 1), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
2455,33,"Exploit: target=(3, 1), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2456,6,"Exploit: target=(1, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2457,9,"ServiceScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2458,10,"OSScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2459,11,"SubnetScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2460,12,"ProcessScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2461,13,"Exploit: target=(2, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
2462,14,"Exploit: target=(2, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2463,4,"Exploit: target=(1, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
2464,5,"Exploit: target=(1, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2465,6,"Exploit: target=(1, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2466,15,"Exploit: target=(2, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2467,7,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2468,8,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2469,9,"ServiceScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2470,16,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2471,17,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2472,10,"OSScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2473,18,"ServiceScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
2474,20,"SubnetScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
2475,2,"SubnetScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2476,22,"Exploit: target=(3, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
2477,11,"SubnetScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2478,24,"Exploit: target=(3, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2479,12,"ProcessScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2480,25,"PrivilegeEscalation: target=(3, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2481,28,"OSScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
2482,27,"ServiceScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
2483,28,"OSScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
2484,29,"SubnetScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
2485,0,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2486,1,"OSScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2487,71,"PrivilegeEscalation: target=(4, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2488,0,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2489,2,"SubnetScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2490,3,"ProcessScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2491,4,"Exploit: target=(1, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
2492,0,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2493,5,"Exploit: target=(1, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2494,1,"OSScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2495,6,"Exploit: target=(1, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2496,7,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2497,2,"SubnetScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2498,8,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2499,3,"ProcessScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2500,9,"ServiceScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2501,10,"OSScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2502,10,"OSScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2503,11,"SubnetScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2504,12,"ProcessScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2505,13,"Exploit: target=(2, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
2506,14,"Exploit: target=(2, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2507,4,"Exploit: target=(1, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
2508,5,"Exploit: target=(1, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2509,6,"Exploit: target=(1, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2510,15,"Exploit: target=(2, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2511,7,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2512,8,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2513,9,"ServiceScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2514,16,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
